Player Name,Clean Name,From,To,Pos,Ht,Wt,Birth Date,Birth Date(TextToColumn),Birth_Year,RetireAge,Colleges,URL,player_id,birthday year,retire age,career length,Unnamed: 17,personId
Isaac Stallworth,Isaac Stallworth,1973,1977,F-G,5-Jun,190,1/18/1950,18/1/1950,1950,27,Kansas,https://www.basketball-reference.com/players/s/stallbu01.html,stallbu01,1950,27,4,modified,78239
Butch Carter,Butch Carter,1981,1986,G,5-Jun,180,6/11/1958,11/6/1958,1958,28,Indiana,https://www.basketball-reference.com/players/c/cartebu01.html,cartebu01,1958,28,5,,76355
Butch van Breda Kolff,Butch van Breda Kolff,1947,1950,G-F,3-Jun,185,10/28/1922,28/10/1922,1922,28,NYU,https://www.basketball-reference.com/players/v/vanbrbu01.html,vanbrbu01,1922,28,3,,78401
Byron Houston,Byron Houston,1993,1996,F,5-Jun,250,11/22/1969,22/11/1969,1969,27,Oklahoma State,https://www.basketball-reference.com/players/h/houstby01.html,houstby01,1969,27,3,,780
Byron Irvin,Byron Irvin,1990,1993,G,5-Jun,190,12/2/1966,2/12/1966,1966,27,"Arkansas, Missouri",https://www.basketball-reference.com/players/i/irvinby01.html,irvinby01,1966,27,3,,77096
Byron Mullens,Byron Mullens,2010,2014,C-F,Jul-00,275,2/14/1989,14/2/1989,1989,25,Ohio State,https://www.basketball-reference.com/players/m/mulleby01.html,mulleby01,1989,25,4,,201957
Cade Cunningham,Cade Cunningham,2022,2025,G,6-Jun,220,9/25/2001,25/9/2001,2001,24,Oklahoma State,https://www.basketball-reference.com/players/c/cunnica01.html,cunnica01,2001,24,3,,1630595
Cal Christensen,Cal Christensen,1951,1955,F-C,5-Jun,210,6/6/1927,6/6/1927,1927,28,Toledo,https://www.basketball-reference.com/players/c/chrisca01.html,chrisca01,1927,28,4,,76394
Calvin Garrett,Calvin Garrett,1981,1984,F,7-Jun,190,7/11/1956,11/7/1956,1956,28,"Austin Peay State University, Oral Roberts",https://www.basketball-reference.com/players/g/garreca01.html,garreca01,1956,28,3,,76786
Cam Reddish,Cam Reddish,2020,2025,F,8-Jun,218,9/1/1999,1/9/1999,1999,26,Duke,https://www.basketball-reference.com/players/r/reddica01.html,reddica01,1999,26,5,,1629629
Cam Thomas,Cam Thomas,2022,2025,G,4-Jun,210,10/13/2001,13/10/2001,2001,24,LSU,https://www.basketball-reference.com/players/t/thomaca02.html,thomaca02,2001,24,3,,1630560
Cameron Johnson,Cameron Johnson,2020,2025,F,8-Jun,210,3/3/1996,3/3/1996,1996,29,"Pitt, UNC",https://www.basketball-reference.com/players/j/johnsca02.html,johnsca02,1996,29,5,,1629661
Carl Thomas,Carl Thomas,1992,1998,G,4-Jun,175,10/3/1969,3/10/1969,1969,29,Eastern Michigan,https://www.basketball-reference.com/players/t/thomaca01.html,thomaca01,1969,29,6,,1063
Casey Jacobsen,Casey Jacobsen,2003,2008,G-F,6-Jun,215,3/19/1981,19/3/1981,1981,27,Stanford,https://www.basketball-reference.com/players/j/jacobca01.html,jacobca01,1981,27,5,,2418
Cedi Osman,Cedi Osman,2018,2024,F,7-Jun,230,4/8/1995,8/4/1995,1995,29,,https://www.basketball-reference.com/players/o/osmande01.html,osmande01,1995,29,6,,1626224
Cedric Henderson,Cedric Henderson,1998,2002,F,7-Jun,215,3/11/1975,11/3/1975,1975,27,Memphis,https://www.basketball-reference.com/players/h/hendece02.html,hendece02,1975,27,4,,1538
Chandler Hutchison,Chandler Hutchison,2019,2022,G,6-Jun,210,4/26/1996,26/4/1996,1996,26,Boise State,https://www.basketball-reference.com/players/h/hutchch01.html,hutchch01,1996,26,3,,1628990
Charles Bassey,Charles Bassey,2022,2025,C,10-Jun,235,10/28/2000,28/10/2000,2000,25,Western Kentucky,https://www.basketball-reference.com/players/b/bassech01.html,bassech01,2000,25,3,,1629646
Charles Dudley,Charles Dudley,1973,1979,G,2-Jun,180,3/5/1950,5/3/1950,1950,29,Washington,https://www.basketball-reference.com/players/d/dudlech01.html,dudlech01,1950,29,6,,76607
Charles Jones,Charles Jones,1985,1989,F,8-Jun,215,1/12/1962,12/1/1962,1962,27,Louisville,https://www.basketball-reference.com/players/j/jonesch02.html,jonesch02,1962,27,4,,77178
Charlie Pittman,Charlie Pittman,1983,1986,F,8-Jun,220,3/23/1958,23/3/1958,1958,28,Maryland,https://www.basketball-reference.com/players/p/pittmch01.html,pittmch01,1958,28,3,modified,77864
Charles Smith,Charles Smith,1990,1996,G,1-Jun,160,11/29/1967,29/11/1967,1967,29,Georgetown,https://www.basketball-reference.com/players/s/smithch02.html,smithch02,1967,29,6,,40043
Charlie Beasley,Charlie Beasley,1968,1971,G-F,5-Jun,190,9/23/1945,23/9/1945,1945,26,SMU,https://www.basketball-reference.com/players/b/beaslch01.html,beaslch01,1945,26,3,,
Charlie Brown Jr.,Charlie Brown Jr.,2020,2024,G,6-Jun,199,2/2/1997,2/2/1997,1997,27,Saint Joseph's,https://www.basketball-reference.com/players/b/brownch02.html,brownch02,1997,27,4,,1629718
Charlie Paulk,Charlie Paulk,1969,1972,F-C,8-Jun,219,6/14/1946,14/6/1946,1946,26,Northeastern State University,https://www.basketball-reference.com/players/p/paulkch01.html,paulkch01,1946,26,3,,77815
Charlie Tyra,Charlie Tyra,1958,1962,C-F,8-Jun,230,8/16/1935,16/8/1935,1935,27,Louisville,https://www.basketball-reference.com/players/t/tyrach01.html,tyrach01,1935,27,4,,78391
Chase Budinger,Chase Budinger,2010,2016,F,7-Jun,209,5/22/1988,22/5/1988,1988,28,Arizona,https://www.basketball-reference.com/players/b/budinch01.html,budinch01,1988,28,6,,201978
Chasson Randle,Chasson Randle,2017,2021,G,2-Jun,185,2/5/1993,5/2/1993,1993,28,Stanford,https://www.basketball-reference.com/players/r/randlch01.html,randlch01,1993,28,4,,1626184
Cheick Diallo,Cheick Diallo,2017,2022,F,8-Jun,219,9/13/1996,13/9/1996,1996,26,Kansas,https://www.basketball-reference.com/players/d/diallch01.html,diallch01,1996,26,5,,1627767
Chimezie Metu,Chimezie Metu,2019,2024,F-C,9-Jun,225,3/22/1997,22/3/1997,1997,27,USC,https://www.basketball-reference.com/players/m/metuch01.html,metuch01,1997,27,5,,1629002
Chris Carr,Chris Carr,1996,2001,G,5-Jun,207,3/12/1974,12/3/1974,1974,27,Southern Illinois,https://www.basketball-reference.com/players/c/carrch01.html,carrch01,1974,27,5,,713
Chris Chiozza,Chris Chiozza,2019,2022,G,11-May,175,11/21/1995,21/11/1995,1995,27,Florida,https://www.basketball-reference.com/players/c/chiozch01.html,chiozch01,1995,27,3,,1629185
Chris Crawford,Chris Crawford,1998,2004,F,9-Jun,235,5/13/1975,13/5/1975,1975,29,Marquette,https://www.basketball-reference.com/players/c/crawfch01.html,crawfch01,1975,29,6,,1544
Chris Douglas-Roberts,Chris Douglas-Roberts,2009,2015,G,7-Jun,200,1/8/1987,8/1/1987,1987,28,Memphis,https://www.basketball-reference.com/players/d/douglch01.html,douglch01,1987,28,6,,201604
Chris Duarte,Chris Duarte,2022,2025,G,6-Jun,190,6/13/1997,13/6/1997,1997,28,Oregon,https://www.basketball-reference.com/players/d/duartch01.html,duartch01,1997,28,3,,1630537
Chris Engler,Chris Engler,1983,1988,C,11-Jun,245,3/1/1959,1/3/1959,1959,29,"Minnesota, Wyoming",https://www.basketball-reference.com/players/e/englech01.html,englech01,1959,29,5,,76670
Chris Garner,Chris Garner,1998,2001,G,10-May,156,2/2/1975,2/2/1975,1975,26,Memphis,https://www.basketball-reference.com/players/g/garnech01.html,garnech01,1975,26,3,,1612
Chris Jent,Chris Jent,1994,1997,F,7-Jun,220,1/11/1970,11/1/1970,1970,27,Ohio State,https://www.basketball-reference.com/players/j/jentch01.html,jentch01,1970,27,3,,1137
Chris Johnson,Chris Johnson,2013,2016,F-G,6-Jun,206,4/29/1990,29/4/1990,1990,26,Dayton,https://www.basketball-reference.com/players/j/johnsch04.html,johnsch04,1990,26,3,,203187
Chris Silva,Chris Silva,2020,2023,F,8-Jun,234,9/19/1996,19/9/1996,1996,27,South Carolina,https://www.basketball-reference.com/players/s/silvach01.html,silvach01,1996,27,3,,1629735
Christian Wood,Christian Wood,2016,2024,F,8-Jun,214,9/27/1995,27/9/1995,1995,29,UNLV,https://www.basketball-reference.com/players/w/woodch01.html,woodch01,1995,29,8,,1626174
Chuck Gilmur,Chuck Gilmur,1947,1951,F-C,4-Jun,225,8/13/1922,13/8/1922,1922,29,Washington,https://www.basketball-reference.com/players/g/gilmuch01.html,gilmuch01,1922,29,4,,76818
Chuck Terry,Chuck Terry,1973,1977,F,6-Jun,215,9/27/1950,27/9/1950,1950,27,Cal State Long Beach,https://www.basketball-reference.com/players/t/terrych01.html,terrych01,1950,27,4,,78306
Chuma Okeke,Chuma Okeke,2021,2024,F,6-Jun,229,8/18/1998,18/8/1998,1998,26,Auburn,https://www.basketball-reference.com/players/o/okekech01.html,okekech01,1998,26,3,,1629643
Clark Kellogg,Clark Kellogg,1983,1987,F,7-Jun,225,7/2/1961,2/7/1961,1961,26,Ohio State,https://www.basketball-reference.com/players/k/kellocl01.html,kellocl01,1961,26,4,,77236
Claude Terry,Claude Terry,1973,1978,G-F,4-Jun,195,1/12/1950,12/1/1950,1950,28,Stanford,https://www.basketball-reference.com/players/t/terrycl01.html,terrycl01,1950,28,5,,78308
Cliff Anderson,Cliff Anderson,1968,1971,G-F,2-Jun,200,9/7/1944,7/9/1944,1944,27,Saint Joseph's,https://www.basketball-reference.com/players/a/andercl01.html,andercl01,1944,27,3,,76035
Cliff Meely,Cliff Meely,1972,1976,F-C,8-Jun,215,7/10/1947,10/7/1947,1947,29,Colorado,https://www.basketball-reference.com/players/m/meelycl01.html,meelycl01,1947,29,4,,77570
Clifford Rozier,Clifford Rozier,1995,1998,C-F,11-Jun,245,10/31/1972,31/10/1972,1972,26,"UNC, Louisville",https://www.basketball-reference.com/players/r/roziecl01.html,roziecl01,1972,26,3,,32
Clinton Smith,Clinton Smith,1987,1991,F,6-Jun,210,1/19/1964,19/1/1964,1964,27,"Ohio State, Cleveland State University",https://www.basketball-reference.com/players/s/smithcl01.html,smithcl01,1964,27,4,,78181
Coby White,Coby White,2020,2025,G,5-Jun,195,2/16/2000,16/2/2000,2000,25,UNC,https://www.basketball-reference.com/players/w/whiteco01.html,whiteco01,2000,25,5,,1629632
Cole Anthony,Cole Anthony,2021,2025,G,2-Jun,185,5/15/2000,15/5/2000,2000,25,UNC,https://www.basketball-reference.com/players/a/anthoco01.html,anthoco01,2000,25,4,,1630175
Collin Sexton,Collin Sexton,2019,2025,G,3-Jun,190,1/4/1999,4/1/1999,1999,26,Alabama,https://www.basketball-reference.com/players/s/sextoco01.html,sextoco01,1999,26,6,,1629012
Collis Jones,Collis Jones,1972,1975,F,7-Jun,203,7/3/1949,3/7/1949,1949,26,Notre Dame,https://www.basketball-reference.com/players/j/jonesco01.html,jonesco01,1949,26,3,,
Connie Norman,Connie Norman,1975,1979,G,3-Jun,175,9/24/1953,24/9/1953,1953,26,Arizona,https://www.basketball-reference.com/players/n/normaco01.html,normaco01,1953,26,4,,77729
Corey Beck,Corey Beck,1996,1999,G,1-Jun,190,5/27/1971,27/5/1971,1971,28,"South Plains College, Arkansas",https://www.basketball-reference.com/players/b/beckco01.html,beckco01,1971,28,3,,1133
Corey Benjamin,Corey Benjamin,1999,2003,G,6-Jun,200,2/24/1978,24/2/1978,1978,25,Oregon State,https://www.basketball-reference.com/players/b/benjaco01.html,benjaco01,1978,25,4,,1736
Corey Crowder,Corey Crowder,1992,1995,G-F,5-Jun,214,4/13/1969,13/4/1969,1969,26,Kentucky Wesleyan College,https://www.basketball-reference.com/players/c/crowdco01.html,crowdco01,1969,26,3,,76482
Corey Kispert,Corey Kispert,2022,2025,G-F,7-Jun,220,3/3/1999,3/3/1999,1999,26,Gonzaga,https://www.basketball-reference.com/players/k/kispeco01.html,kispeco01,1999,26,3,,1630557
Cornell Warner,Cornell Warner,1971,1977,F-C,9-Jun,220,8/12/1948,12/8/1948,1948,29,Jackson State University,https://www.basketball-reference.com/players/w/warneco01.html,warneco01,1948,29,6,,78460
Charles Nash,Charles Nash,1965,1968,F,5-Jun,215,7/24/1942,24/7/1942,1942,26,Kentucky,https://www.basketball-reference.com/players/n/nashco01.html,nashco01,1942,26,3,modified,77687
Craig Raymond,Craig Raymond,1969,1973,C,11-Jun,235,4/5/1945,5/4/1945,1945,28,BYU,https://www.basketball-reference.com/players/r/raymocr01.html,raymocr01,1945,28,4,,77921
Craig Smith,Craig Smith,2007,2012,F,7-Jun,250,11/10/1983,10/11/1983,1983,29,Boston College,https://www.basketball-reference.com/players/s/smithcr01.html,smithcr01,1983,29,5,,200783
Cristiano Felício,Cristiano Felício,2016,2021,F-C,11-Jun,270,7/7/1992,7/7/1992,1992,29,,https://www.basketball-reference.com/players/f/feliccr01.html,feliccr01,1992,29,5,,1626245
DJ Stephens,DJ Stephens,2014,2019,G-F,5-Jun,188,12/19/1990,19/12/1990,1990,29,Memphis,https://www.basketball-reference.com/players/s/stephdj01.html,stephdj01,1990,29,5,modified,203474
DJ White,DJ White,2009,2014,F,9-Jun,251,8/31/1986,31/8/1986,1986,28,Indiana,https://www.basketball-reference.com/players/w/whitedj01.html,whitedj01,1986,28,5,modified,201591
D.J. Wilson,D.J. Wilson,2018,2024,F,10-Jun,231,2/19/1996,19/2/1996,1996,28,Michigan,https://www.basketball-reference.com/players/w/wilsodj01.html,wilsodj01,1996,28,6,,1628391
Daequan Cook,Daequan Cook,2008,2013,G,5-Jun,205,4/28/1987,28/4/1987,1987,26,Ohio State,https://www.basketball-reference.com/players/c/cookda02.html,cookda02,1987,26,5,,201161
Daishen Nix,Daishen Nix,2022,2025,G,5-Jun,224,2/13/2002,13/2/2002,2002,23,,https://www.basketball-reference.com/players/n/nixda01.html,nixda01,2002,23,3,,1630227
DaJuan Summers,DaJuan Summers,2010,2013,F,8-Jun,230,1/24/1988,24/1/1988,1988,25,Georgetown,https://www.basketball-reference.com/players/s/summeda01.html,summeda01,1988,25,3,,201969
Dajuan Wagner,Dajuan Wagner,2003,2007,G,2-Jun,200,2/4/1983,4/2/1983,1983,24,Memphis,https://www.basketball-reference.com/players/w/wagneda02.html,wagneda02,1983,24,4,,2402
Dalano Banton,Dalano Banton,2022,2025,G-F,9-Jun,204,11/7/1999,7/11/1999,1999,26,Nebraska,https://www.basketball-reference.com/players/b/bantoda01.html,bantoda01,1999,26,3,,1630625
Damian Jones,Damian Jones,2017,2024,F-C,11-Jun,245,6/30/1995,30/6/1995,1995,29,Vanderbilt,https://www.basketball-reference.com/players/j/jonesda03.html,jonesda03,1995,29,7,,1627745
Damion James,Damion James,2011,2014,G-F,7-Jun,225,10/7/1987,7/10/1987,1987,27,Texas,https://www.basketball-reference.com/players/j/jamesda01.html,jamesda01,1987,27,3,,202345
Damone Brown,Damone Brown,2002,2005,F,9-Jun,200,6/28/1979,28/6/1979,1979,26,Syracuse,https://www.basketball-reference.com/players/b/brownda02.html,brownda02,1979,26,3,,2245
Damyean Dotson,Damyean Dotson,2018,2022,G,5-Jun,210,5/6/1994,6/5/1994,1994,28,"Oregon, Houston",https://www.basketball-reference.com/players/d/dotsoda01.html,dotsoda01,1994,28,4,,1628422
Dan Langhi,Dan Langhi,2001,2004,F,11-Jun,220,11/28/1977,28/11/1977,1977,27,Vanderbilt,https://www.basketball-reference.com/players/l/langhda01.html,langhda01,1977,27,3,,2061
Dan O'Sullivan,Dan O'Sullivan,1991,1996,C,10-Jun,250,3/3/1968,3/3/1968,1968,28,Fordham,https://www.basketball-reference.com/players/o/osullda01.html,osullda01,1968,28,5,,77776
D'Angelo Russell,D'Angelo Russell,2016,2025,G,3-Jun,193,2/23/1996,23/2/1996,1996,29,Ohio State,https://www.basketball-reference.com/players/r/russeda01.html,russeda01,1996,29,9,,1626156
Daniel Gafford,Daniel Gafford,2020,2025,C-F,10-Jun,234,10/1/1998,1/10/1998,1998,27,Arkansas,https://www.basketball-reference.com/players/g/gaffoda01.html,gaffoda01,1998,27,5,,1629655
Daniel Gibson,Daniel Gibson,2007,2013,G,2-Jun,190,2/27/1986,27/2/1986,1986,27,Texas,https://www.basketball-reference.com/players/g/gibsoda01.html,gibsoda01,1986,27,6,,200789
Daniel Santiago,Daniel Santiago,2001,2005,C,1-Jul,256,6/24/1976,24/6/1976,1976,29,"New Mexico, Saint Vincent College",https://www.basketball-reference.com/players/s/santida01.html,santida01,1976,29,4,,2091
Dante Exum,Dante Exum,2015,2024,G,5-Jun,214,7/13/1995,13/7/1995,1995,29,,https://www.basketball-reference.com/players/e/exumda01.html,exumda01,1995,29,9,,203957
DaQuan Jeffries,DaQuan Jeffries,2020,2025,G-F,5-Jun,230,8/30/1997,30/8/1997,1997,28,"Oral Roberts, Tulsa",https://www.basketball-reference.com/players/j/jeffrda01.html,jeffrda01,1997,28,5,,1629610
Darius Bazley,Darius Bazley,2020,2024,F,8-Jun,208,6/12/2000,12/6/2000,2000,24,,https://www.basketball-reference.com/players/b/bazleda01.html,bazleda01,2000,24,4,,1629647
Darius Garland,Darius Garland,2020,2025,G,1-Jun,192,1/26/2000,26/1/2000,2000,25,Vanderbilt,https://www.basketball-reference.com/players/g/garlada01.html,garlada01,2000,25,5,,1629636
Darius Miles,Darius Miles,2001,2009,F,9-Jun,210,10/9/1981,9/10/1981,1981,28,,https://www.basketball-reference.com/players/m/milesda01.html,milesda01,1981,28,8,,2032
Darius Morris,Darius Morris,2012,2015,G,4-Jun,190,1/3/1991,3/1/1991,1991,24,Michigan,https://www.basketball-reference.com/players/m/morrida01.html,morrida01,1991,24,3,,202721
Darko Miličić,Darko Miličić,2004,2013,F-C,Jul-00,250,6/20/1985,20/6/1985,1985,28,,https://www.basketball-reference.com/players/m/milicda01.html,milicda01,1985,28,9,,2545
Darren Daye,Darren Daye,1984,1988,F-G,8-Jun,220,11/30/1960,30/11/1960,1960,28,UCLA,https://www.basketball-reference.com/players/d/dayeda01.html,dayeda01,1960,28,4,,76543
Darryl Watkins,Darryl Watkins,2008,2012,C,11-Jun,258,11/8/1984,8/11/1984,1984,28,Syracuse,https://www.basketball-reference.com/players/w/watkida01.html,watkida01,1984,28,4,,201208
Dave Budd,Dave Budd,1961,1965,F,6-Jun,205,10/28/1938,28/10/1938,1938,27,Wake Forest,https://www.basketball-reference.com/players/b/buddda01.html,buddda01,1938,27,4,,76297
Dave Hoppen,Dave Hoppen,1988,1993,C-F,11-Jun,235,3/13/1964,13/3/1964,1964,29,Nebraska,https://www.basketball-reference.com/players/h/hoppeda01.html,hoppeda01,1964,29,5,,77053
Dave Jamerson,Dave Jamerson,1991,1994,G-F,5-Jun,190,8/13/1967,13/8/1967,1967,27,Ohio University,https://www.basketball-reference.com/players/j/jamerda01.html,jamerda01,1967,27,3,,77114
Dave Meyers,Dave Meyers,1976,1980,F-C,8-Jun,215,4/21/1953,21/4/1953,1953,27,UCLA,https://www.basketball-reference.com/players/m/meyerda01.html,meyerda01,1953,27,4,,77586
Dave Piontek,Dave Piontek,1957,1963,F-C,6-Jun,230,8/27/1934,27/8/1934,1934,29,Xavier,https://www.basketball-reference.com/players/p/piontda01.html,piontda01,1934,29,6,,77862
Dave Popson,Dave Popson,1989,1992,F-C,10-Jun,220,5/17/1964,17/5/1964,1964,28,UNC,https://www.basketball-reference.com/players/p/popsoda01.html,popsoda01,1964,28,3,,77872
Dave Wohl,Dave Wohl,1972,1978,G,2-Jun,185,11/2/1949,2/11/1949,1949,29,Penn,https://www.basketball-reference.com/players/w/wohlda01.html,wohlda01,1949,29,6,,78606
David Duke Jr.,David Duke Jr.,2022,2025,G,5-Jun,205,10/13/1999,13/10/1999,1999,26,Providence,https://www.basketball-reference.com/players/d/dukeda01.html,dukeda01,1999,26,3,,1630561
David Harrison,David Harrison,2005,2008,C,Jul-00,280,8/15/1982,15/8/1982,1982,26,Colorado,https://www.basketball-reference.com/players/h/harrida01.html,harrida01,1982,26,3,,2758
David Nwaba,David Nwaba,2017,2022,G,5-Jun,219,1/14/1993,14/1/1993,1993,29,Cal Poly,https://www.basketball-reference.com/players/n/nwabada01.html,nwabada01,1993,29,5,,1628021
David Rivers,David Rivers,1989,1992,G,Jun-00,170,1/20/1965,20/1/1965,1965,27,Notre Dame,https://www.basketball-reference.com/players/r/riverda01.html,riverda01,1965,27,3,,77970
David Stockton,David Stockton,2015,2018,G,11-May,165,6/24/1991,24/6/1991,1991,27,Gonzaga,https://www.basketball-reference.com/players/s/stockda01.html,stockda01,1991,27,3,,204065
David Thirdkill,David Thirdkill,1983,1987,F-G,7-Jun,195,4/12/1960,12/4/1960,1960,27,Bradley,https://www.basketball-reference.com/players/t/thirdda01.html,thirdda01,1960,27,4,,78314
David Vaughn,David Vaughn,1996,1999,F,9-Jun,240,3/23/1973,23/3/1973,1973,26,Memphis,https://www.basketball-reference.com/players/v/vaughda02.html,vaughda02,1973,26,3,,710
Davion Mitchell,Davion Mitchell,2022,2025,G,2-Jun,205,9/5/1998,5/9/1998,1998,27,"Auburn, Baylor",https://www.basketball-reference.com/players/m/mitchda01.html,mitchda01,1998,27,3,,1630558
Davon Reed,Davon Reed,2018,2023,G,5-Jun,208,6/11/1995,11/6/1995,1995,28,Miami (FL),https://www.basketball-reference.com/players/r/reedda01.html,reedda01,1995,28,5,,1628432
Day'Ron Sharpe,Day'Ron Sharpe,2022,2025,C,11-Jun,265,11/6/2001,6/11/2001,2001,24,UNC,https://www.basketball-reference.com/players/s/sharpda01.html,sharpda01,2001,24,3,,1630549
De'Aaron Fox,De'Aaron Fox,2018,2025,G,3-Jun,185,12/20/1997,20/12/1997,1997,28,Kentucky,https://www.basketball-reference.com/players/f/foxde01.html,foxde01,1997,28,7,,1628368
Dean Meminger,Dean Meminger,1972,1977,G,Jun-00,175,5/13/1948,13/5/1948,1948,29,Marquette,https://www.basketball-reference.com/players/m/meminde01.html,meminde01,1948,29,5,,77578
Dean Tolson,Dean Tolson,1975,1978,F,8-Jun,190,11/25/1951,25/11/1951,1951,27,Arkansas,https://www.basketball-reference.com/players/t/tolsode01.html,tolsode01,1951,27,3,,78349
Dean Wade,Dean Wade,2020,2025,F,9-Jun,228,11/20/1996,20/11/1996,1996,29,Kansas State,https://www.basketball-reference.com/players/w/wadede01.html,wadede01,1996,29,5,,1629731
Deandre Ayton,Deandre Ayton,2019,2025,C,Jul-00,250,7/23/1998,23/7/1998,1998,27,Arizona,https://www.basketball-reference.com/players/a/aytonde01.html,aytonde01,1998,27,6,,1629028
DeAndre' Bembry,DeAndre' Bembry,2017,2022,F,5-Jun,210,7/4/1994,4/7/1994,1994,28,Saint Joseph's,https://www.basketball-reference.com/players/b/bembrde01.html,bembrde01,1994,28,5,,1627761
