Player Name,Clean Name,From,To,Pos,Ht,Wt,Birth Date,Birth Date(TextToColumn),Birth_Year,RetireAge,Colleges,URL,player_id,birthday year,retire age,career length
Alondes Williams,Alondes Williams,2023,2025,G,4-Jun,210,6/19/1999,19/6/1999,1999,26,"Triton College, Oklahoma, Wake Forest",https://www.basketball-reference.com/players/w/willial06.html,willial06,1999,26,2
Alonzo Bradley,Alonzo Bradley,1978,1980,F,6-Jun,190,10/16/1953,16/10/1953,1953,27,Texas Southern,https://www.basketball-reference.com/players/b/bradlal01.html,bradlal01,1953,27,2
Alonzo Gee,Alonzo Gee,2010,2017,G,6-Jun,225,5/29/1987,29/5/1987,1987,30,Alabama,https://www.basketball-reference.com/players/g/geeal01.html,geeal01,1987,30,7
LeBron James,LeBron James,2004,2025,F-G,9-Jun,250,12/30/1984,30/12/1984,1984,41,,https://www.basketball-reference.com/players/j/jamesle01.html,jamesle01,1984,41,21
Alperen Şengün,Alperen Şengün,2022,2025,C-F,11-Jun,235,7/25/2002,25/7/2002,2002,23,,https://www.basketball-reference.com/players/s/sengual01.html,sengual01,2002,23,3
Alphonso Ford,Alphonso Ford,1994,1995,G,1-Jun,190,10/31/1971,31/10/1971,1971,24,Mississippi Valley State University,https://www.basketball-reference.com/players/f/fordal01.html,fordal01,1971,24,1
Alton Ford,Alton Ford,2002,2004,F,9-Jun,275,5/29/1981,29/5/1981,1981,23,Houston,https://www.basketball-reference.com/players/f/fordal02.html,fordal02,1981,23,2
Manu Ginóbili*,Manu Ginóbili,2003,2018,G,6-Jun,205,7/28/1977,28/7/1977,1977,41,,https://www.basketball-reference.com/players/g/ginobma01.html,ginobma01,1977,41,15
Rick Mahorn,Rick Mahorn,1981,1999,C-F,10-Jun,240,9/21/1958,21/9/1958,1958,41,Hampton,https://www.basketball-reference.com/players/m/mahorri01.html,mahorri01,1958,41,18
Alvin Heggs,Alvin Heggs,1996,1996,F,8-Jun,225,12/12/1967,12/12/1967,1967,29,Texas,https://www.basketball-reference.com/players/h/heggsal01.html,heggsal01,1967,29,0
Alvin Jones,Alvin Jones,2002,2002,C,11-Jun,265,9/9/1978,9/9/1978,1978,24,Georgia Tech,https://www.basketball-reference.com/players/j/jonesal01.html,jonesal01,1978,24,0
Alton Lister,Alton Lister,1982,1998,C-F,Jul-00,240,10/1/1958,1/10/1958,1958,40,Arizona State,https://www.basketball-reference.com/players/l/listeal01.html,listeal01,1958,40,16
Alvin Scott,Alvin Scott,1978,1985,F-G,7-Jun,185,9/14/1955,14/9/1955,1955,30,Oral Roberts,https://www.basketball-reference.com/players/s/scottal01.html,scottal01,1955,30,7
Alvin Sims,Alvin Sims,1999,1999,G,4-Jun,235,10/18/1974,18/10/1974,1974,25,Louisville,https://www.basketball-reference.com/players/s/simsal01.html,simsal01,1974,25,0
Alvin Williams,Alvin Williams,1998,2007,G,5-Jun,185,8/6/1974,6/8/1974,1974,33,Villanova,https://www.basketball-reference.com/players/w/willial02.html,willial02,1974,33,9
Amal McCaskill,Amal McCaskill,1997,2004,F-C,11-Jun,235,10/28/1973,28/10/1973,1973,31,Marquette,https://www.basketball-reference.com/players/m/mccasam01.html,mccasam01,1973,31,7
Andre Miller,Andre Miller,2000,2016,G,3-Jun,200,3/19/1976,19/3/1976,1976,40,Utah,https://www.basketball-reference.com/players/m/millean02.html,millean02,1976,40,16
Amari Bailey,Amari Bailey,2024,2024,G,5-Jun,185,2/17/2004,17/2/2004,2004,20,UCLA,https://www.basketball-reference.com/players/b/baileam01.html,baileam01,2004,20,0
Amen Thompson,Amen Thompson,2024,2025,G,7-Jun,209,1/30/2003,30/1/2003,2003,22,,https://www.basketball-reference.com/players/t/thompam01.html,thompam01,2003,22,1
Ömer Aşık,Ömer Aşık,2011,2018,C,Jul-00,255,7/4/1986,4/7/1986,1986,32,,https://www.basketball-reference.com/players/a/asikom01.html,asikom01,1986,32,7
Amida Brimah,Amida Brimah,2021,2021,C,10-Jun,230,2/11/1994,11/2/1994,1994,27,UConn,https://www.basketball-reference.com/players/b/brimaam01.html,brimaam01,1994,27,0
Amile Jefferson,Amile Jefferson,2019,2020,F,9-Jun,222,5/7/1993,7/5/1993,1993,27,Duke,https://www.basketball-reference.com/players/j/jeffeam01.html,jeffeam01,1993,27,1
Amir Coffey,Amir Coffey,2020,2025,G,7-Jun,210,6/17/1997,17/6/1997,1997,28,Minnesota,https://www.basketball-reference.com/players/c/coffeam01.html,coffeam01,1997,28,5
Amir Johnson,Amir Johnson,2006,2019,F-C,9-Jun,240,5/1/1987,1/5/1987,1987,32,,https://www.basketball-reference.com/players/j/johnsam01.html,johnsam01,1987,32,13
Anžejs Pasečņiks,Anžejs Pasečņiks,2020,2021,C,1-Jul,229,12/20/1995,20/12/1995,1995,26,,https://www.basketball-reference.com/players/p/pasecan01.html,pasecan01,1995,26,1
Caldwell Jones,Caldwell Jones,1974,1990,C-F,11-Jun,217,8/4/1950,4/8/1950,1950,40,Albany State University,https://www.basketball-reference.com/players/j/jonesca01.html,jonesca01,1950,40,16
Andrés Guibert,Andrés Guibert,1994,1995,F-C,10-Jun,225,10/28/1968,28/10/1968,1968,27,,https://www.basketball-reference.com/players/g/guibean01.html,guibean01,1968,27,1
Andrés Nocioni,Andrés Nocioni,2005,2012,F,7-Jun,225,11/30/1979,30/11/1979,1979,33,,https://www.basketball-reference.com/players/n/nocioan01.html,nocioan01,1979,33,7
Andrae Patterson,Andrae Patterson,1999,2000,F,9-Jun,238,11/12/1975,12/11/1975,1975,25,Indiana,https://www.basketball-reference.com/players/p/pattean01.html,pattean01,1975,25,1
Andray Blatche,Andray Blatche,2006,2014,F,11-Jun,235,8/22/1986,22/8/1986,1986,28,,https://www.basketball-reference.com/players/b/blatcan01.html,blatcan01,1986,28,8
Andre Barrett,Andre Barrett,2005,2008,G,10-May,172,2/21/1982,21/2/1982,1982,26,Seton Hall,https://www.basketball-reference.com/players/b/barrean01.html,barrean01,1982,26,3
Andre Brown,Andre Brown,2007,2009,F,9-Jun,245,5/12/1981,12/5/1981,1981,28,DePaul,https://www.basketball-reference.com/players/b/brownan01.html,brownan01,1981,28,2
Andre Dawkins,Andre Dawkins,2015,2015,G,5-Jun,215,9/19/1991,19/9/1991,1991,24,Duke,https://www.basketball-reference.com/players/d/dawkian01.html,dawkian01,1991,24,0
Andre Drummond,Andre Drummond,2013,2025,C,11-Jun,279,8/10/1993,10/8/1993,1993,32,UConn,https://www.basketball-reference.com/players/d/drumman01.html,drumman01,1993,32,12
Andre Emmett,Andre Emmett,2005,2012,F,5-Jun,230,8/27/1982,27/8/1982,1982,30,Texas Tech,https://www.basketball-reference.com/players/e/emmetan01.html,emmetan01,1982,30,7
Chris Paul,Chris Paul,2006,2025,G,Jun-00,175,5/6/1985,6/5/1985,1985,40,Wake Forest,https://www.basketball-reference.com/players/p/paulch01.html,paulch01,1985,40,19
Andre Ingram,Andre Ingram,2018,2019,G,3-Jun,190,11/19/1985,19/11/1985,1985,34,American University,https://www.basketball-reference.com/players/i/ingraan01.html,ingraan01,1985,34,1
Andre Jackson Jr.,Andre Jackson Jr.,2024,2025,G,6-Jun,210,11/13/2001,13/11/2001,2001,24,UConn,https://www.basketball-reference.com/players/j/jacksan01.html,jacksan01,2001,24,1
Andre McCarter,Andre McCarter,1977,1981,G,3-Jun,190,8/25/1953,25/8/1953,1953,28,UCLA,https://www.basketball-reference.com/players/m/mccaran01.html,mccaran01,1953,28,4
Dale Ellis,Dale Ellis,1984,2000,G-F,7-Jun,205,8/6/1960,6/8/1960,1960,40,Tennessee,https://www.basketball-reference.com/players/e/ellisda01.html,ellisda01,1960,40,16
Andre Moore,Andre Moore,1988,1988,F,9-Jun,215,7/2/1964,2/7/1964,1964,24,Loyola Chicago,https://www.basketball-reference.com/players/m/moorean01.html,moorean01,1964,24,0
Andre Owens,Andre Owens,2006,2008,G,4-Jun,200,10/31/1980,31/10/1980,1980,28,"Indiana, Houston",https://www.basketball-reference.com/players/o/owensan01.html,owensan01,1980,28,2
Andre Roberson,Andre Roberson,2014,2021,G-F,7-Jun,210,12/4/1991,4/12/1991,1991,30,Colorado,https://www.basketball-reference.com/players/r/roberan03.html,roberan03,1991,30,7
Andre Spencer,Andre Spencer,1993,1994,F,6-Jun,210,7/20/1964,20/7/1964,1964,30,Northern Arizona University,https://www.basketball-reference.com/players/s/spencan01.html,spencan01,1964,30,1
Andre Turner,Andre Turner,1987,1992,G,11-May,160,12/13/1964,13/12/1964,1964,28,Memphis,https://www.basketball-reference.com/players/t/turnean01.html,turnean01,1964,28,5
Andre Wakefield,Andre Wakefield,1979,1980,G,3-Jun,175,1/11/1955,11/1/1955,1955,25,Loyola Chicago,https://www.basketball-reference.com/players/w/wakefan01.html,wakefan01,1955,25,1
Andrea Bargnani,Andrea Bargnani,2007,2016,F-C,Jul-00,245,10/26/1985,26/10/1985,1985,31,,https://www.basketball-reference.com/players/b/bargnan01.html,bargnan01,1985,31,9
Andreas Glyniadakis,Andreas Glyniadakis,2007,2007,C,1-Jul,280,8/21/1981,21/8/1981,1981,26,,https://www.basketball-reference.com/players/g/glynian01.html,glynian01,1981,26,0
Danny Schayes,Danny Schayes,1982,1999,C-F,11-Jun,235,5/10/1959,10/5/1959,1959,40,Syracuse,https://www.basketball-reference.com/players/s/schayda01.html,schayda01,1959,40,17
Darrell Armstrong,Darrell Armstrong,1995,2008,G,Jun-00,170,6/22/1968,22/6/1968,1968,40,Fayetteville State University,https://www.basketball-reference.com/players/a/armstda01.html,armstda01,1968,40,13
Andrew Bynum,Andrew Bynum,2006,2014,C,Jul-00,285,10/27/1987,27/10/1987,1987,27,,https://www.basketball-reference.com/players/b/bynuman01.html,bynuman01,1987,27,8
Andrew DeClercq,Andrew DeClercq,1996,2005,F-C,10-Jun,230,2/1/1973,1/2/1973,1973,32,Florida,https://www.basketball-reference.com/players/d/declean01.html,declean01,1973,32,9
Andrew Funk,Andrew Funk,2024,2024,G,5-Jun,200,9/21/1999,21/9/1999,1999,25,"Bucknell, Penn State",https://www.basketball-reference.com/players/f/funkan01.html,funkan01,1999,25,0
Derek Fisher,Derek Fisher,1997,2014,G,1-Jun,200,8/9/1974,9/8/1974,1974,40,Little Rock,https://www.basketball-reference.com/players/f/fishede01.html,fishede01,1974,40,17
Andrew Goudelock,Andrew Goudelock,2012,2016,G,3-Jun,200,12/7/1988,7/12/1988,1988,28,College of Charleston,https://www.basketball-reference.com/players/g/goudean01.html,goudean01,1988,28,4
Andrew Harrison,Andrew Harrison,2017,2019,G,6-Jun,213,10/28/1994,28/10/1994,1994,25,Kentucky,https://www.basketball-reference.com/players/h/harrian01.html,harrian01,1994,25,2
Earl Cureton,Earl Cureton,1981,1997,F-C,9-Jun,210,9/3/1957,3/9/1957,1957,40,"Robert Morris University (PA), Detroit Mercy",https://www.basketball-reference.com/players/c/curetea01.html,curetea01,1957,40,16
Andrew Levane,Andrew Levane,1949,1953,F-G,2-Jun,190,4/11/1920,11/4/1920,1920,33,St. John's,https://www.basketball-reference.com/players/l/levanan01.html,levanan01,1920,33,4
Andrew Nembhard,Andrew Nembhard,2023,2025,G,5-Jun,193,1/16/2000,16/1/2000,2000,25,"Florida, Gonzaga",https://www.basketball-reference.com/players/n/nembhan01.html,nembhan01,2000,25,2
Andrew Nicholson,Andrew Nicholson,2013,2017,F,9-Jun,250,12/8/1989,8/12/1989,1989,28,St. Bonaventure,https://www.basketball-reference.com/players/n/nichoan01.html,nichoan01,1989,28,4
Andrew Toney,Andrew Toney,1981,1988,G,3-Jun,178,11/23/1957,23/11/1957,1957,31,Louisiana,https://www.basketball-reference.com/players/t/toneyan01.html,toneyan01,1957,31,7
Andrew White,Andrew White,2018,2018,G,7-Jun,210,6/16/1993,16/6/1993,1993,25,"Nebraska, Syracuse",https://www.basketball-reference.com/players/w/whitean01.html,whitean01,1993,25,0
Andrew Wiggins,Andrew Wiggins,2015,2025,F-G,7-Jun,197,2/23/1995,23/2/1995,1995,30,Kansas,https://www.basketball-reference.com/players/w/wiggian01.html,wiggian01,1995,30,10
Andris Biedriņš,Andris Biedriņš,2005,2014,C,11-Jun,240,4/2/1986,2/4/1986,1986,28,,https://www.basketball-reference.com/players/b/biedran01.html,biedran01,1986,28,9
Andy Anderson,Andy Anderson,1968,1970,G,2-Jun,184,7/6/1945,6/7/1945,1945,25,Canisius,https://www.basketball-reference.com/players/a/anderan01.html,anderan01,1945,25,2
Andy Duncan,Andy Duncan,1949,1951,F-C,6-Jun,195,4/17/1922,17/4/1922,1922,29,William & Mary,https://www.basketball-reference.com/players/d/duncaan01.html,duncaan01,1922,29,2
Andy Johnson,Andy Johnson,1959,1962,F-G,5-Jun,215,11/8/1932,8/11/1932,1932,30,University of Portland,https://www.basketball-reference.com/players/j/johnsan01.html,johnsan01,1932,30,3
Andy Kostecka,Andy Kostecka,1949,1949,F,3-Jun,203,2/10/1921,10/2/1921,1921,28,Georgetown,https://www.basketball-reference.com/players/k/kostean01.html,kostean01,1921,28,0
Andy O'Donnell,Andy O'Donnell,1950,1950,G,1-Jun,180,3/10/1925,10/3/1925,1925,25,Loyola (MD),https://www.basketball-reference.com/players/o/odonnan01.html,odonnan01,1925,25,0
Andy Panko,Andy Panko,2001,2001,F,9-Jun,222,11/27/1977,27/11/1977,1977,24,Lebanon Valley College,https://www.basketball-reference.com/players/p/pankoan01.html,pankoan01,1977,24,0
Eddie Johnson,Eddie Johnson,1982,1999,F-G,7-Jun,215,5/1/1959,1/5/1959,1959,40,Illinois,https://www.basketball-reference.com/players/j/johnsed03.html,johnsed03,1959,40,17
Andy Rautins,Andy Rautins,2011,2011,G,4-Jun,190,11/2/1986,2/11/1986,1986,25,Syracuse,https://www.basketball-reference.com/players/r/rautian01.html,rautian01,1986,25,0
Andy Tonkovich,Andy Tonkovich,1949,1949,G,1-Jun,185,11/1/1922,1/11/1922,1922,27,Marshall,https://www.basketball-reference.com/players/t/tonkoan01.html,tonkoan01,1922,27,0
Andy Toolson,Andy Toolson,1991,1996,G-F,6-Jun,210,1/19/1966,19/1/1966,1966,30,BYU,https://www.basketball-reference.com/players/t/toolsan01.html,toolsan01,1966,30,5
Andy Walker,Andy Walker,1977,1977,G,4-Jun,190,3/25/1955,25/3/1955,1955,22,Niagara University,https://www.basketball-reference.com/players/w/walkean01.html,walkean01,1955,22,0
Jamal Crawford,Jamal Crawford,2001,2020,G,5-Jun,185,3/20/1980,20/3/1980,1980,40,Michigan,https://www.basketball-reference.com/players/c/crawfja01.html,crawfja01,1980,40,19
Anfernee Simons,Anfernee Simons,2019,2025,G,3-Jun,181,6/8/1999,8/6/1999,1999,26,,https://www.basketball-reference.com/players/s/simonan01.html,simonan01,1999,26,6
Angelo Musi,Angelo Musi,1947,1949,G,9-May,145,7/25/1918,25/7/1918,1918,31,Temple,https://www.basketball-reference.com/players/m/musian01.html,musian01,1918,31,2
Ansley Truitt,Ansley Truitt,1973,1973,C,9-Jun,215,8/24/1950,24/8/1950,1950,23,California,https://www.basketball-reference.com/players/t/truitan01.html,truitan01,1950,23,0
Ansu Sesay,Ansu Sesay,2002,2005,F,9-Jun,225,7/29/1976,29/7/1976,1976,29,Ole Miss,https://www.basketball-reference.com/players/s/sesayan01.html,sesayan01,1976,29,3
Jason Kidd*,Jason Kidd,1995,2013,G,4-Jun,205,3/23/1973,23/3/1973,1973,40,California,https://www.basketball-reference.com/players/k/kiddja01.html,kiddja01,1973,40,18
Ante Žižić,Ante Žižić,2018,2020,F-C,10-Jun,266,1/4/1997,4/1/1997,1997,23,,https://www.basketball-reference.com/players/z/zizican01.html,zizican01,1997,23,2
Anthony Avent,Anthony Avent,1993,2000,F,9-Jun,235,10/18/1969,18/10/1969,1969,31,Seton Hall,https://www.basketball-reference.com/players/a/aventan01.html,aventan01,1969,31,7
Anthony Bennett,Anthony Bennett,2014,2017,F,8-Jun,245,3/14/1993,14/3/1993,1993,24,UNLV,https://www.basketball-reference.com/players/b/bennean01.html,bennean01,1993,24,3
Anthony Black,Anthony Black,2024,2025,G,7-Jun,198,1/20/2004,20/1/2004,2004,21,Arkansas,https://www.basketball-reference.com/players/b/blackan01.html,blackan01,2004,21,1
Anthony Bonner,Anthony Bonner,1991,1996,F,8-Jun,215,6/8/1968,8/6/1968,1968,28,Saint Louis,https://www.basketball-reference.com/players/b/bonnean01.html,bonnean01,1968,28,5
Johnny Green,Johnny Green,1960,1973,F-C,5-Jun,200,12/8/1933,8/12/1933,1933,40,Michigan State,https://www.basketball-reference.com/players/g/greenjo01.html,greenjo01,1933,40,13
Anthony Brown,Anthony Brown,2016,2018,F-G,7-Jun,210,10/10/1992,10/10/1992,1992,26,Stanford,https://www.basketball-reference.com/players/b/brownan02.html,brownan02,1992,26,2
Juwan Howard,Juwan Howard,1995,2013,F-C,9-Jun,240,2/7/1973,7/2/1973,1973,40,Michigan,https://www.basketball-reference.com/players/h/howarju01.html,howarju01,1973,40,18
Anthony Cook,Anthony Cook,1991,1996,F-C,9-Jun,205,3/19/1967,19/3/1967,1967,29,Arizona,https://www.basketball-reference.com/players/c/cookan01.html,cookan01,1967,29,5
Anthony Davis,Anthony Davis,2013,2025,F-C,10-Jun,253,3/11/1993,11/3/1993,1993,32,Kentucky,https://www.basketball-reference.com/players/d/davisan02.html,davisan02,1993,32,12
Anthony Edwards,Anthony Edwards,2021,2025,G-F,4-Jun,225,8/5/2001,5/8/2001,2001,24,Georgia,https://www.basketball-reference.com/players/e/edwaran01.html,edwaran01,2001,24,4
Anthony Frederick,Anthony Frederick,1989,1992,F,7-Jun,205,12/7/1964,7/12/1964,1964,28,Pepperdine,https://www.basketball-reference.com/players/f/fredean01.html,fredean01,1964,28,3
Anthony Gill,Anthony Gill,2021,2025,F,7-Jun,230,10/17/1992,17/10/1992,1992,33,"South Carolina, Virginia",https://www.basketball-reference.com/players/g/gillan01.html,gillan01,1992,33,4
Kevin Garnett*,Kevin Garnett,1996,2016,F-C,11-Jun,240,5/19/1976,19/5/1976,1976,40,,https://www.basketball-reference.com/players/g/garneke01.html,garneke01,1976,40,20
Anthony Grundy,Anthony Grundy,2006,2006,G,3-Jun,180,4/15/1979,15/4/1979,1979,27,NC State,https://www.basketball-reference.com/players/g/grundan01.html,grundan01,1979,27,0
Lindsey Hunter,Lindsey Hunter,1994,2010,G,2-Jun,170,12/3/1970,3/12/1970,1970,40,"Alcorn State, Jackson State University",https://www.basketball-reference.com/players/h/hunteli01.html,hunteli01,1970,40,16
Anthony Jones,Anthony Jones,1987,1990,G-F,6-Jun,195,9/13/1962,13/9/1962,1962,28,"Georgetown, UNLV",https://www.basketball-reference.com/players/j/jonesan01.html,jonesan01,1962,28,3
Anthony Lamb,Anthony Lamb,2021,2023,F,6-Jun,227,1/20/1998,20/1/1998,1998,25,University of Vermont,https://www.basketball-reference.com/players/l/lamban01.html,lamban01,1998,25,2
Mark West,Mark West,1984,2000,C-F,10-Jun,230,11/5/1960,5/11/1960,1960,40,Old Dominion,https://www.basketball-reference.com/players/w/westma01.html,westma01,1960,40,16
Michael Jordan*,Michael Jordan,1985,2003,G-F,6-Jun,198,2/17/1963,17/2/1963,1963,40,UNC,https://www.basketball-reference.com/players/j/jordami01.html,jordami01,1963,40,18
Anthony Morrow,Anthony Morrow,2009,2017,G,5-Jun,210,9/27/1985,27/9/1985,1985,32,Georgia Tech,https://www.basketball-reference.com/players/m/morroan01.html,morroan01,1985,32,8
Moses Malone*,Moses Malone,1975,1995,C-F,10-Jun,215,3/23/1955,23/3/1955,1955,40,,https://www.basketball-reference.com/players/m/malonmo01.html,malonmo01,1955,40,20
Olden Polynice,Olden Polynice,1988,2004,C-F,11-Jun,220,11/21/1964,21/11/1964,1964,40,Virginia,https://www.basketball-reference.com/players/p/polynol01.html,polynol01,1964,40,16
Anthony Pullard,Anthony Pullard,1993,1993,F,10-Jun,245,6/23/1966,23/6/1966,1966,27,McNeese State University,https://www.basketball-reference.com/players/p/pullaan01.html,pullaan01,1966,27,0
Anthony Randolph,Anthony Randolph,2009,2014,F,10-Jun,205,7/15/1989,15/7/1989,1989,25,LSU,https://www.basketball-reference.com/players/r/randoan01.html,randoan01,1989,25,5
Anthony Roberson,Anthony Roberson,2006,2009,G,2-Jun,180,2/14/1983,14/2/1983,1983,26,Florida,https://www.basketball-reference.com/players/r/roberan02.html,roberan02,1983,26,3
Anthony Roberts,Anthony Roberts,1978,1984,F-G,5-Jun,185,4/15/1955,15/4/1955,1955,29,Oral Roberts,https://www.basketball-reference.com/players/r/roberan01.html,roberan01,1955,29,6
Anthony Taylor,Anthony Taylor,1989,1989,G,4-Jun,175,11/30/1965,30/11/1965,1965,24,Oregon,https://www.basketball-reference.com/players/t/tayloan01.html,tayloan01,1965,24,0
Patrick Ewing*,Patrick Ewing,1986,2002,C-F,Jul-00,240,8/5/1962,5/8/1962,1962,40,Georgetown,https://www.basketball-reference.com/players/e/ewingpa01.html,ewingpa01,1962,40,16
Anthony Tucker,Anthony Tucker,1995,1995,F,8-Jun,220,4/4/1969,4/4/1969,1969,26,"Georgetown, Wake Forest",https://www.basketball-reference.com/players/t/tuckean01.html,tuckean01,1969,26,0
Paul Pierce*,Paul Pierce,1999,2017,F-G,7-Jun,235,10/13/1977,13/10/1977,1977,40,Kansas,https://www.basketball-reference.com/players/p/piercpa01.html,piercpa01,1977,40,18
Antoine Rigaudeau,Antoine Rigaudeau,2003,2003,G,7-Jun,210,12/17/1971,17/12/1971,1971,32,,https://www.basketball-reference.com/players/r/rigauan01.html,rigauan01,1971,32,0
Antoine Walker,Antoine Walker,1997,2008,F,9-Jun,224,8/12/1976,12/8/1976,1976,32,Kentucky,https://www.basketball-reference.com/players/w/walkean02.html,walkean02,1976,32,11
Antoine Wright,Antoine Wright,2006,2011,G-F,7-Jun,210,2/6/1984,6/2/1984,1984,27,Texas A&M,https://www.basketball-reference.com/players/w/wrighan01.html,wrighan01,1984,27,5
Antonio Anderson,Antonio Anderson,2010,2010,G,6-Jun,215,6/5/1985,5/6/1985,1985,25,Memphis,https://www.basketball-reference.com/players/a/anderan02.html,anderan02,1985,25,0
Antonio Blakeney,Antonio Blakeney,2018,2019,G,4-Jun,192,10/4/1996,4/10/1996,1996,23,LSU,https://www.basketball-reference.com/players/b/blakean01.html,blakean01,1996,23,1
Antonio Burks,Antonio Burks,2005,2006,G,1-Jun,200,2/25/1980,25/2/1980,1980,26,Memphis,https://www.basketball-reference.com/players/b/burksan01.html,burksan01,1980,26,1
Reggie Miller*,Reggie Miller,1988,2005,G-F,7-Jun,185,8/24/1965,24/8/1965,1965,40,UCLA,https://www.basketball-reference.com/players/m/millere01.html,millere01,1965,40,17
